id_evaluation,title,price,user_id,profile_name,review_helpfulness,review_score,review_time,review_summary,review_text
0816147736,Brief History of Time: From the Big Bang to Black Holes (G K Hall Large Print Book Series),,A3Q03QDVTNNMSR,Michael G McGauley,0/1,5.0,947116800,great book to explain difficult concepts,There's a good reason why this book has sold millions. It is succinct yet detailed in its explanation of very difficult concepts only an Einstein could think up.
B00071GW0O,Hiroshima,,,,3/10,4.0,1102550400,The depressing Hiroshima attack,"This book contains stories about six survivors in and around Hiroshima. I thought the stories of the terrible attack on Hiroshima were so depressing that the Japanese killed about 1/3 the people we killed in Hiroshima. Instead of an air raid we flew over and dropped an atomic bomb on Hiroshima, one of the only atomic bombs ever used in a war. I thought that it was sad that the people were getting sick and dying from the radiation and not even knowing about it. They didn't even know what hit them; they thought it was just a bombing raid. This angered me. But hopefully since we have done it once, we might not do it again or any other nation for that matter.The book was only worth four out of five stars because it didn't relly go into a lot of detail on how they lived after the bombing. If they would have added a few more pages on each story about that it would have been worth five stars."
B000PYYM28,The Partner Audio Book on Tape,,A15DO3LEFPOUHI,Danielle Cohen,6/11,5.0,948585600,"The Partner, John Grisham","I would recommend John Grisham's THE PARTNER to young adults (ages 12 and above) and all adults interested in law and adventure. Most readers will find it difficult to put this book down. The reason for my high rating is based on three key factors. First, I thought the book had an exciting and unpredictable plot with some creative twists. Second, you truly felt as if you were there because the characters, Patrick Lanigan and Sandy McDermott, for example, seemed real and believable with their own unique personalities. The last key reason for its appeal was the interesting description of how the legal process really works. I found the ending disappointing, however, in both content and story line. However, even with its ending, Grisham's THE PARTNER is sure to be a book and a story to remember. It will remain one of my favorite John Grisham books. Readers will learn a great deal about life and the legal system. In terms of the legal system, my own knowledge of law expanded, particularly regarding the procedures, charges, legal information, resources, and the court system. The main life lesson I think the book offered was that one event, small or large, could affect someone's life entirely and send a person's course in a completely different direction. After reading this great book, I encourage other Grisham books like THE CLIENT and THE RAINMAKER."
B000P8YQ8O,LITTLE BEAR'S TROUSERS,,A19D4O6PU0W4LD,"Terri A. Ward ""Children's Author""",0/0,5.0,1270425600,Nice Story,"Jane hissey has a great way of bringing humor and feeling into this book. I found myself laughing more than once. Today, in this throw-away world, it was fun and refreshing to see that one pair of trousers could be used for so many things! This could lead to some great discussions of reusing things at home. The illustrations are soft and beautiful. Very nice book! Terri ""Hunter"" Ward, author of One Starry Night and Aunt Tami's Strawberry Farm."
0749321601,Mindhunter (749322144),,,,0/0,5.0,907027200,"powerful, eyeopening, chilling, hot,memerable,moving.",find love and strength with every page with the moving exsperince of a endless all aspireing
B000Q032UY,The Hobbit or There and Back Again,,A29NX0BC6NQWC5,Russell Holdredge,0/0,5.0,1355097600,The Hobbit revisited,"I first read this book almost 45 years ago. I had forgotten a large part of it, and it was great to relearn the story. I decided to refresh my memory before the new Hobbit movie comes out so I could see how faithful the movie was to the original story."
B0006F7WZK,Chocolate Star,,A4TGQXJTZD21R,A. Mcclain,0/0,5.0,1193011200,Chocolate Star,Good book. I like how all of the characters are described and how it goes back and forth between them. You will never figure out who meets who and what happens between them. This was a good read!!!!
B000P4VYRO,Speaker for the Dead,,A1AL4NOSZK708B,sfryt,0/0,4.0,1359763200,speaker for the dead,"I purchased this book for my grandson. He read the first installment in English class and wanted to continue the story. He reads it every day during study hall and loves it. In fact, I'm sure my order for the third book in the series will be coming soon."
0595139892,RJ's Farm,12.95,ABMPAHU7185VZ,Katie Lees,2/2,5.0,983404800,My kids loved it!,"I bought this book for my 3 children aged 13,12 and 10. Without exception, they loved it! The eldest is on a second reading of it already, and the youngest - previously a very reluctant reader - is now keen to try more books, now that she enjoyed this one so much! (Which pleases me no end!)She has sent me on a search for more books by this author! I think there is nothing better than to walk past your child while he or she is reading a book and hear them laugh aloud as they enjoy the book. This book generated lots of such laughs! Buy it, you won't regret it, and your kids certainly won't!"
158112712X,Business English and Conversation for the EFL-ESL Classroom,19.95,A1V1SAUOHP3WWV,"Eric H. Roth ""English teacher/conversationali...",0/0,3.0,1188086400,"A fine grammar book, but not a conversation book!","This textbook remains a fine grammar book with focused, grammar based exercises. Smaller and cheaper than the Azar books, people looking for drills to improve ""look-see-do"" speaking exercises should be satisfied.However, most authentic conversations include open ended questions, a topic, and follow-up questions. The title, therefore, seems quite misleading. Several solid conversation books exist - from Discussion Starters and Talking Your Heads Off for intermediate ESL students to Compelling Conversations and Discussions A-Z for advanced students. Therefore, I strongly recommend a conversation book if you are looking for a conversation book - especially if the goal is to tutor business professionals."
B00085UJT4,Northanger abbey (In her Pride and prejudice and Northanger abbey),,A3PM8AIBHY5KY2,"Eileen Bandy ""EBandy""",0/0,5.0,1356652800,Jane Austen,All Jane Austen's books are must books ! Love Kindle books and this was a must have for anyones library
B0006IU39Y,Magical Thinking: True Stories,,A1HIOUOII0WO6C,"Marilyn Morrow ""MM""",8/12,1.0,1239408000,Cruelty is not funny,"I have to say it: I was actually enjoying this book until the rat/thing chapter. But reading the descriptive way Burroughs tortures, blinds, and drowns another living creature made me actually sick. I know not everyone has empathy for animals, but even the most seasoned hunter can still recognize the need for humane killing of unwanted pests. Burroughs makes a joke comparing himself to a serial killer. And honestly, he may be one."
0843102713,The Boy Who Looked Like Lincoln,,A3Z9MQU11XZ3A,Randie,1/1,2.0,1325808000,Did not like.,I picked this book up from the library because I am a huge fan of David Catrow's quirky illustrations. I wish I would have just admired the art work and ignored Reiss' story. It is funny but in an offensive inappropriate for children sort of way
B0000YSH4W,The Giver,,A21M8082AKRGG1,k. Morrison,0/0,5.0,1359158400,Great Read for my daughter,We purchased for a school read and love it on the kindle fire with the feature of touching a word and it giving the definition so she understands what she is reading.
B000L5TVGS,One Flew Over the Cuckoo's Nest,,ARMSZYUB02G7Q,"Michelle Marino ""Lost in books""",1/1,5.0,1298419200,Beautifully written,"Love the book. Great writing, great reading.I was very transported by his writing into the insane asylum where the Big Chief and eventally McMurphy, live. I could hate the Big Nurse as if she was an enemy of my very own. I couldn't help but feel a slight bit of validation when McMurphy ended up first slamming his fist through her wall of glass at the nurse's station and then choking her in the hallway. Then I realized that I wasn't a crazy person and couldn't agree with his choking her almost to death.It is written so well that you can clearly understand the Big Nurse's hate, cool calculation, manipulation and utter control that she has over her patients. She is a demented sergeant operating under the guise of truly wanting to help her patients.McMurphy is as sane as they come, as sane as any of us except he has vices and in this setting, it is unacceptable. It must be fixed. He seems extremely likable and reminds me of a few people that I know. I root for him throughout the book.Poor McMurphy is brought to a sad semi end by the Big Nurse but thankfully and sinfully, the Big Chief puts him forever out of existence and then is off to start his own new life."
B0006WAIEU,The Battle of Cowpens (Kenneth Roberts Reader of the American Revolution),,A1W16LV46EQQUQ,Jean-Francois Virey,34/34,5.0,980294400,The last essay of a master of historical fiction,"When he died on July 21, 1957, Kenneth Roberts was working on an historical novel of the American Revolutionary War which featured the battle of Cowpens. The description of the battle which was published as the fourth volume of the *Kenneth Roberts Reader of the American Revolution* was his last piece of historical writing. It was published in an abridged version by *Collier's*, and reprinted in 1976 as a booklet by Herbert Faulkner West. West also included a five-page extract from a piece written by Roberts in 1936 and originally published in *Modern Book Collecting for the Impecunious Amateur*, describing Roberts' method of historical research and setting forth his belief that historical novelists, by the nature of their art, are often much more careful with their historical sources than professional historians.*The Battle of Cowpens* itself, an eighty-page essay, starts by describing the general context of the battle, with Clinton first occupying Charleston then leaving Cornwallis in charge of South Carolina, and Cornwallis disobeying Clinton's orders by deciding to strike at Virginia, resulting in the defeat of Horatio Gates at Camden, South Carolina. (Those who have read *Rabble in Arms* know Roberts' opinion of Gates, which he reiterates here.) The two protagonists of the Battle of Cowpens are then presented: Daniel Morgan, the leader of the American troops, whom Roberts compares to his hero of the Northern Army, Benedict Arnold; and Banastre Tarleton, &quot;an incomparable cavalry leader&quot;, who later became a member of Parliament and died in 1833, aged seventy-eight (contrary to the fictional character of William Tavington in Gibson's *The Patriot*, who was loosely based on him.)The battle itself is described in detail, sometimes polemically or in a dramatized way, with extracts from Nathanael Greene's orders to Morgan, and from Morgan's and Tarleton's own accounts of Cowpens (the latter wrote a *History of the Campaigns of 1780 and 1781 in the Southern Provinces of North America*, which Roberts used as a source.) Strategic and tactical maps are included at the end, together with a profile of the Cowpens, as relief played an important part in Morgan's battle plans.The booklet is just as gripping as an episode from the British TV series *In the Line of Fire*, with Roberts' evocative style doing the work of the computer graphics. It is definitely a good place to start for those who have seen Mel Gibson's *The Patriot* and wish to know what really happened at the battle that inspired its climactic action sequence."
B0006VUFO4,One day in the life of Ivan Denisovich (Praeger paberbacks),,A3P3HC6U46BR5Z,"raselshoe ""ramblingrustic""",2/2,5.0,1017446400,excellent,"This was an awesome book--and only a chapter long!:)excellent example of fine Russian literature. I read this in high school, so it wasn't too intimidating a read, either.An average soldier gets put into a work camp during the &quot;do so much as scratch your hand wrong and get sent to a work camp&quot; phase of Russian history. He simply tells what goes on during an average day of his life there. The story begins when he wakes up, and end when he goes to bed. In between, you are introduced to characters who are normal, interesting, and have just as much reason to be in the work camp as Shukhov, the protagonist.ONE DAY IN THE LIFE OF IVAN DENISOVICH was wonderful. Solzhenitsyn did an excellent character study and did a fine job of portraying the senselessness of the work camps and the simplicity of surviving in hopeless circumstances.Really, really a great read. It's short, sweet, easy to read--and a quality read at that."
0141804459,Pride & Prejudice (Penguin Classics),,A31DILGWU80UMT,"GinEc ""Gin""",2/2,5.0,1194825600,Classic,"Classic, timeless, beautiful fiction. Perfect for young and old (I've read it a dozen times, but it was also a great gift for my niece to introduce her to classic literature)."
B000FML2C8,"Lord of the Flies, a Novel",,A29VFEY428EWWB,A Customer,0/2,3.0,1132272000,lord of the flies,"In this book, william golding puts forth his veiw of mans instinctive nature. After you have read this book you will start to see it in everyone. You will see the nature of modern humans and how they work. This book will open your eyes. Theres nothing i dislike about the book at all."
0689823568,I Love Colors (Look Baby Books),6.99,A35FRNCTOQ2WMD,K. Weirich,1/1,5.0,1139270400,Cute Book for Kids...,My daughter loves to look at pictures of babies so she absolutely loved this book. The pictures are really cute and go with a color. Great introduction to colors for kids.
8187288019,Jungle Book (Classic Library),,A1G2H3OB47MTLB,A Customer,5/6,5.0,1276646400,Quality Book :),"This is amazing. It really is worth your time. I am 14 and I am forced to read &#34;Classic Literature&#34; by my dad. In my opinion, reading classic literature is a chore. This book is definatly an exception. I had a hard time putting this book down.. It is enticing, exciting, insightful and a book worth reading."
0739312316,Tale of the Body Thief,,AY5GG0QH3E63V,"NyMpHeTaMine_GiRl ""NyMpHeTaMine_GiRl""",0/0,5.0,1340582400,AWESOME!,Absolutely loved this book!might read it again now that I think about it!came in perfect condition too so I would definitely go for this seller again!
0966304608,Fatima Priest,,,,4/6,3.0,918086400,Beware the enemy within...,"At one time biographies were stories that glorified the person being written about. More recently they have been tell-all books that do nothing but revel in scandals and wrongdoing, both real and imagined.Fortunately, Fatima Priest is not cut from the same cloth. The author, Francis Alban, has creatively used his pen the way an artist uses a brush, to paint a picture of a man that is at once both simple and complicated.Fatima Priest is a modern day story that inspires religious calling but disturbs concerned mothers.The author has unknowingly paralleled, in his story, the person Father Gruner has devoted his life's work to making understood and responded to.Just like Nicholas Gruner, Sister Lucy was part of a loving, religious family. Both had their lives changed forever by the Message of Our Lady of Fatima.Lucy dos Santos was given a message to warn the Church and the world about the dangers of Russia. She was told the requirements necessary to avoid persecution, annihilation and the devil's reign on earth.Father Gruner studied that message and for his entire priesthood has tried to get the Pope and the bishops to respond to God's demands: the consecration of Russia by the Pope and his ministers.Just as Lucy found members of the church's hierarchy using whatever means they could, including outright lies, to silence her, Father Gruner has endured persecution form the very people who are supposed to be God's chosen representatives.Alban chronologically leads the reader through the life of a man who could and should have given in to pressure from his superiors to be silent or at the very least &quot;politically correct&quot;. Physical force was tried when other, illegal means, were unsuccessful.Interviews and anecdotes are interwoven in a masterful way to show how the efforts by Satan's followers are courageously thwarted by this priest and his loyal followers.No one who reads this book will forget it. The controversy, the lies, the efforts to silence one man for trying to remind his superiors of the duty they have to obey God and His Mother, will inspire conversation and awaken the long-dormant religious fervor in the Catholic faithful that have been lulled into a false state of complacency by the Satanists in the Vatican.The story continues ..."
1580495974,A Tale of Two Cities - Literary Touchstone Edition,5.99,,,2/2,5.0,926553600,THIS WAS THE BEST BOOK I EVER READ!,"THIS BOOK WAS LIKE THE MOVIE THE FUGITIVE. SINCE I'M ONLY IN THE SEVENTH GRADE I WOULDN'T KNOW. BUT, I RECOMEND EVERYONE ON EARTH TO READ IT. I GIVE IT TWO THUMBS UP!"
B000GSB9M4,Mere Christianity,,AYFB35YYD0IS9,"Eugenia ""Music major and Classics geek""",0/1,4.0,1237939200,Remember the Ladies?,"I am usually a great fan of C.S. Lewis, and as a Christian I have found much inspiration in his works. However, as a woman, I found much that was troubling in Mere Christianity. When Lewis stated in his preface that he wasn't covering the issue of abortion because he was not female and had no experience with it I rejoiced, hoping that I would have a reprieve from the many Christian books that demanded that women be obedient, no matter how intelligent or practical they might be. Unfortunately, I was sad to find that Lewis fell into the same old rut as so many of his peers. I found the notion that most women feel guilty for being sometimes in charge insulting to say the least. I do not consider myself a feminist necessarily, but I have enough of a brain to know when I'm being asked to do something completely unreasonable, which submitting because I am apparently scarier than a man is.It's really a pity, because it was otherwise a great, uplifting book. I just wish there was more understanding for half of the people who might read it."
093109318X,Lockerboy,6.95,AV65ZAK25DO1H,"Tyson Compton, Marketing Director, Paramount ...",1/1,5.0,1043107200,Escapism At Its Best!,"Lockerboy IS an adventurous journey. It took me back to my high school days when I wished I had such an escape. But that is just what this book provides, a rich and thrilling portal to another world - one where anything is possible. With his rich narratives and fantastic use of vocabulary, Strodder weaves his story expertly, just daring us NOT to join in!"
1576870995,Makeup Your Mind,26.37,AMAUZQNJK6OZ7,"Crystallynn ""BeatrixKiddo""",0/0,5.0,1172793600,HUGE Variation of styles for day and night and could pertain to ALL Woman!,"I loved how the models don't look too exotic, they seem more day to day type. I used some NARS products now i.e. lipsticks, but this book doesn't require you to use Francois' makeup. I love that I'll be able to set this on the counter, it being spiral bound, can use it in the mirror during application (isn't that suppose to be the point of these books?). I just got it today and will be using it tomorrow, CAN'T WAIT!P.S. I bought this book to help me with eyeshadow application, and since I've recently turned into a MU addict, I knew I need help with variation. Hey to all you MUA's!! This books awesome!"
B000HJNEYS,Memoirs of a Geisha (Signed),,A1SCH9QMD7FJEV,JK,2/3,5.0,1099353600,I lllllloooooovvvvvveeeee this book!,"It is one of those books that after having read it, you really get a sense of that time and place and are left with a hunger to find out more by going there yourself! I did eventually go to Japan and visit the Gion district with a better understanding and appreciation for its history!"
0882822314,Race Against Evil: The Secret Missions of the Interpol Agent Who Tracked the World's Most Sinister Criminals - A Real-life Drama,,A12QYVVS0VNGB7,Melissa Evain,8/9,5.0,1066089600,16 yrs among child molesters...I couldn't do it...!,"I loved it. What guts to go undercover with child pornographers for 16 yrs. Every detail is important to Race, every move he makes and every person he comes in contact with, could make him or break him. I infact became quite attached to Margaret and Enmi, I don't know how Race carried on playing the game of chance. To tell you the truth, I found what he put his family though for 16 years really quite stupid...in this case his work came before his wife and the growing up of his child...a part from this, I couldn't put the book down and I wanted to know more about the reaction of Jacques.. Well done..excellent read."
1591793173,The Jewel Tree of Tibet,55.97,AH5LWZEELPXJ6,Rob Fitzgibbon,0/0,3.0,1346803200,An Arhat's Amethyst Arboreum,"The book is not so much an exploration of the jewel tree but a good solid introduction into the basic tenets of Tibetan BuddhismThere is a set of six guided visualizations on subjects such as meditation, emptiness, awakened heart, etc.Robert Thurman is an enthusiastic, warm-hearted guide; his joy in the Dharma practically glows golden off the page or e-book screen.I do which he expanded his Jewel Tree discussion to a more in-depth comparison of similar tree metaphors in other myths/faith systems -the Nordic Yggdrasil, the Christian Tree of Life , etc. - that would have been a fruitful vein to explore. I also which he provided more explanation on who all those intriguing Boddhisattvas, gurus, herukas and dakinis are on the front cover jacket. But these are just minor issues.The Jewel Tree of Tibet is an invigorating read for those new to Tibetan Buddhism and for other looking to delve deeper into their practice.The book is apparently also available in audio format and the content is particularly well suited to this type of delivery."
B000Q6RBBO,The Little Match Girl. And Other Stories,,A3K77GJCI8FRYU,"Jennifer M. Macleod ""yiddishe supermama""",5/5,4.0,1271808000,Adults will love it; kids may not,"One reviewer here has written that ""fairy tales are supposed to be happy."" Why?If you stick the word ""Disney"" in there, then maybe the sentence is true... but in real life, fairy tales are supposed to be a vivid, even exaggerated introduction to the world of morals, virtues, faith and the fantastical, among other things. If you look at the butcher job Disney did with the original story of the Little Mermaid, you'll see what most people today are expecting when they pick up a fairy tale.In this book, unlike anything Disney has ever done, the little girl dies, peacefully, on a freezing street corner, after a short and too-brutal life, joining her grandmother in heaven because the grandmother was the only person who ever loved her and treated her with kindness. She is neglected by strangers, abused by her father, and eventually burns up all her matches trying to stay warm.So. This is a sad fairy tale. As grownups, we can get used to it. But should our kids?My feelings are mixed about whether or not this is a book that is appropriate for children. I recently did read this edition, with the wonderful, lush illustrations by Rachel Isadora, to my own big and little girls (14 and 5 - quite a spread!) to find out.Should I have used them as guinea pigs in this literary experiment? Well, I'm not so sure.Dd2 (5) seemed fine; fascinated, actually. She has been exposed to many fairy tales, but this probably stood out as one of the most vivid things she's ever been read. Perhaps because death is so unexpected in a kids' book. Should it be?On the other hand, dd1 (15) was utterly shocked, and spent a while screaming that it was a TERRIBLE book. She forbade me to read it to dd2 again and I ended up putting the book away until it had to go back to the library... so we really did read it only that one time.I don't know if I regret having read it to them. Probably not.Probably, if it had just been dd2, I would have kept it around and just had whatever conversations naturally flowed. We did have a couple of talks after reading this, about belief in heaven, for example. A couple of times, she just asked me to summarize the story for her, and I did. I think she would have loved to flip through it and gaze at the illustrations for quite a bit longer, but because it upset her big sister, I did put it away.In the end, I think I would rather read my children something sad but REAL (ie genuine thoughtful literature, a ""living book"") than all the Disney princesses out there. So I don't regret reading it.I was surprised at how strong dd1's reaction was, but looking back, because she's older and more attuned to cultural and emotional nuances, perhaps her reaction is not surprising at all. It IS pretty outrageous to write a kids' book about death, but Andersen, a master storyteller, has pulled it off.Think about your own kids before bringing this book home; in that sense, I think it's not a great gift item, however ""seasonal"" it may be. Know how they react to things that are upsetting, in stories and in real life. And then decide if they'll be able to absorb the larger messages of this book - charity, heaven - without being overly disturbed."
B000NWUHR6,Catch-22,,,,1/1,5.0,934502400,Like Vonnegut?,"To anyone with a sweet-tooth for satire of the highest sort:Stop reading reviews and get your hands on a copy. It might very well change your outlook on war, and life, forever."
0684856026,"Cryptozoology A To Z: The Encyclopedia of Loch Monsters, Sasquatch, Chupacabras, and Other Authentic Mysteries of Nature",10.88,A1VVL1EGU4KVAK,"sarasn1derland ""sarasn1derland""",1/1,5.0,1236556800,Added to my collection,"I am a huge fan of crypto zoology. This book talks about creatures and myths i've never heard of. Tons and tons to learn about! some things are left out, but i was happier to learn about the creatures i never knew of, then to reread about the ones i already knew."
0312285191,The Girls' Guide to Surviving a Break-Up,13.49,,,2/4,1.0,1045699200,Repetitive,"I found this book to be repetitive and boring. I bought it because I thought it would make me laugh, but I never reallycracked a smile. It does not contain a hint of originality."
B000FO79YQ,Mims' Pathogenesis of Infectious Disease,6.3,A3VDJGG1GSS8XP,Sze Cheung Wai Eric,1/2,4.0,1006732800,Detailed description of pathogenesis,"The book is written in detail. If you are interested to be a microbiologist, you must buy this book. But the content is too much for other medical students, and is not useful clinically. Nevertheless, this book is interesting."
0312097298,Evelina (Bedford Cultural Editions),,,,5/5,5.0,1073001600,Why Didn't I Find This Book Sooner?!,"I can't begin to say how much I loved this book and how I regret that it had to come to an end. I never though any writer would come close to Jane Austen in my heart, but FB is now on the same playing field. Such a wonderful twisting little tale with a nice surprise ending!"
B000LC8AKO,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, 1)",,,,0/0,5.0,1160179200,"What I thought of The Lion, the Witch, and the Wardrobe","I thought this was a good book.It was full of adventure and excitement. It was easy to keep the Characters apart, instead of getting them mixed up. It was hard at first to get into but it turned out great. The symbolism was easy to understand and wonderful. It was easy reading and fun. C.S. Lewis is a good writer. I would probably read more of his books."
1417616962,"Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",,AJQXY7QYADIDW,"""scottishcory""",7/9,5.0,987552000,Evelyn Ryan Was my Grandmother,"This book has been an inspiration to me and all of my family. I was blessed to have such a wonderful Grandmother like her. I always new about how she wrote and won prizes, but I never knew how important it really was until she died. We all miss her and thank God for such a wonderful person. If you want to have a heart warming experience, then read this book. It will keep you happy for days. Kelly Ryan Cory"
B0007DLN5G,Cat's cradle (A Dell book),,A1MMD9V5T816KP,Brenden Jones,0/0,5.0,971740800,Kurt is my satiristic hero,"What is the purpose of mankind?As usual, Vonnegut has done the unthinkable. He's turned an absurd, worse case scenario into a very possible future. In the future mankinds fight against his own nature has escalated to a point that they no longer have a point. Machines and a few elite run absolutely everything. The I.Q. rules supreme and loyalty is unquestionable. The U.S.A. has fallen away from there onetime belief in the people. Usefullness and happiness has been replaced by convenience. The management of the country can not understand how someone without an electronic dust reducer in their home could possibly be happy. One time daily survival chores have been reduced via machines into a ten minute daily routine. What do you do now. How about head to work for the Recks and Reeks to pointlessly beautify a city that has already been made perfect so you can bring home your thirty dollar a week check. Or maybe you belong to the army and will therefore spend twenty five years cleaning your barracks and marching in parades with your wooden toy gun. The machines do everything so proficiently that the every day man is turned into little more than a show room slave. Modeling to other countries how good we have it over here. Government gives everyone a meaningless job and a prefab house. There is no hunger, no homelessness, no problems to overcome. Besides, maybe, what to do with your spare time besides sit in a bar and talk about your lack of realistic plans for the future."
B000FKDLJ2,The Light in the Forest,,A22PA1KMGK2AJR,Big ez,0/0,3.0,1083888000,The Collision,In this story there was an indian boy by the name of trueson 'who was really white'. At the age of 4 he was adopted by a indian tribe which he grew to really love. The tribe at one point was forced to release all the whites they had. since Trueson was one of them he had to be set free. he had to start all over with a family he didn't know. He ends up with no family because they abanded him
0670889334,Thomas Jefferson: Genius of Liberty,,A3NG3IWQSNNMHD,reviewer,3/29,1.0,1042329600,"ET TU, PROFESSOR ELLIS? EVEN YOU!","If the meaning of liberty is the act of enslaving innocent men, women and children, (throughout their natural lives), then I completely agree with the ""scholars"" that compiled this book. If not, I disagree.In the same vein, I would have no comments if any horizontal 'scholar' emerges tomorrow with a book titled, ""Osama Bin-Laden: The Genius of Justice"".Well, this book, (""Thomas Jefferson: Genius of Liberty""), made mockery of its subject. It swarms with undeserved sycophantic accolades. Professor Ellis edited it shortly before he came of age. Its contents are no accident. Call it the irony of 'a civilized world'.My dear, you will like this book if you are fanatical about anything U.S.A. However, if you are a conscientious patriot, who strives to be morally reasonable (no matter what), do not bother to read it. It does not worth your time. It contains more praise-songs than honest analyses. It profanes the very ideals that you would expect it to protect.Thomas Jefferson and true liberty are at best, two parallel lines. They have nothing in common, and will never meet."
B000OVIN22,THE VAMPIRE LESTAT,,,,0/1,5.0,931651200,A simple preview of what is to come,The book The Vampire Lestat was an amazing tale of a new vampire. Who is taken at the prime of his life and is not willing to let go of humen taste and humen feelings so he find himself in trouble because of trying to have both worlds. Wich is not allowed until he shakes up the vampire world. This book does great justice to the first book Interview With The Vampire. I highly recomend them both
1591090245,Wuthering Heights,12.99,A3RVFD866QJAKI,Chelsy Proehl,1/1,5.0,1354838400,Loved it!,I loved this book! Definately kept me interested and wanting to read more. I would buy more books from this author.
B000GQWAGA,TUMBLE HOME.,,,,0/0,4.0,872121600,Shorts YES! Nouvella No!,"Amy Hempel is an anorexic writer. She is right down to the bones. It's impossible to find any excessive or fat words in her text. Although easily digested, her words remain so chocked full of minerals, vitamins, and vitality that you simply cannot find another contemporary writer that gives you more of a reading work-out in so little time.The short stories in this compilation live up to this streamlined reputation; however, the novella, Tumble Home, left me tumbling back to Sylvia Plath's Bell Jar and Gillman's feminist classic, The Yellow Wallpaper. I was left thinking that I had read it somewhere before, perhaps on a plane, or before a nap. No new territory here, but the prelude to it, the skinny part, makes it worth the voyage."
B000MYNX9O,Mr. Brown Can Moo! Can You?,,A3JR57KRMI8XV,L.E.N.,0/0,5.0,1061164800,Great book for infants,I started to read this book to my twin boys at about the age of 6 months. Out of all the books I read to them (which is a lot) this is their absolute favorite. It gets their attention and keeps it throughout the whole book which is very hard at this age. They are 9 1/2 months now and I still have not found another book that they like as much as this one!
B000GSDG8E,"Rich Dad, Poor Dad",,A3N01I266VIHZJ,"Angela Buonfiglio ""Irkmeister""",26/30,2.0,974073600,Content doesn't merit an entire book,"The author takes nearly 200 pages to say what could've been said in one four page article. The book repeats itself over and over and over -- especially with regard to simplistic concepts that don't need to be hammered home. To add insult to injury, he glosses over the meaty, more substantial aspects of his treatise. He has some worthwhile views and precepts, but he is a poor writer and desperately needs an editor. Try to buy this book used or borrow somebody's copy -- a &quot;rich dad&quot; would never waste the money on such an item!"
186126013X,AC Cobra: The Complete Story,22.76,A1DASR44H7HOAL,Miles Ellis(mellis@surfsouth.com),7/7,3.0,916358400,"Factually complete, nice pictures, but dull.","This is a great book if you love the subject, but it gets tedious at times. Good information about the heroes and the villains (Ferrari), especially the early days with Carroll Shelby. However, the endless recital of race results gets boring. Only one chapter about the Daytona Coupe. Wraps-up nicely with a &quot;where are they now&quot; section. I would have liked more about the races and the drivers who built the Cobra legend. Still, if you love Cobras and like to drool over pictures of the original cars, this book is for you."
B000L3AP9C,A Tree Grows in Brooklyn,,,,1/1,5.0,894412800,This is my favourite book!,"When I saw the movie A tree Grows in Brooklyn, I didn't know much about it, but I loved the film so my mom bought me the book. I didn't get around to reading it till recently and I would have been missing out on something superb if I had skipped it. I laughed and cried and I learned a great deal. YOU HAVE TO READ THIS!!!"
B000NV4H50,Dirty Jokes and Beer : Stories of the Unrefined,,A21PM16DFP8R32,"""momalisa""",4/16,1.0,949795200,Disappointing,"I used to like Drew Carey. I really did. But after beginning this book, my opinion of him began to fade. I was ashamed to have people know I was reading it, the language was that filthy. It was funny in places, I'll give him that. I just wish he, and most other comedians and humorists realized that it takes more talent to be clean and be funny. Anyone can tell a dirty joke. I don't recommend having this book anywhere near children, unless you want to answer alot of uncomfortable questions and have there perception of you drastically alterred. Sorry, Drew."
0030706114,Love Medicine: A Novel,,A2GYXVSYJ4SZUO,35,0/3,4.0,951264000,True Love,"I feel that this was a good book in general, but I was kind of offended by the way she protrayed the Indian culture. Maybe she had to do it this way in order to get her point across, but there could have been a better way. I mean she used alcoholism and sex as a main theme is the book, before she got to the real heart of the people. I did like the end of the book when everyone realizes that they do need one another. The book was very nice though and I appreciate the learning experience."
B000NW4ENO,Gone with the Wind (The Margaret Mitchell Anniversary Edition),,,,2/2,5.0,1132444800,Sad but Wonderful,"I loved this book but the end reduced me to tears. And Rhett ,Rhetts character made me love him literally love him like Scarlett did lin the end. When I was reading this book I felt like I was Scarlett and when he said he did not love her I felt like he was saying that to me . I'm sad that Margaret Mitchell died before she could make the sequel because I fell in love with Rhett ! My heart is empty right now . Oh Rhett ! By: Heart Broken"
B0000YSH5G,Holes,,,,0/0,5.0,991612800,HOLES,"Holes, Holes had to be the best books I read this year.I enjoyed it and thought it was very good. This book made me want to read on and on. When I first picked the book up I thought it was going to be boring because of the cover,but I quickly learned that it is not good to judge book by it's cover.I think that many young and adults should pick up this book it's an exciting and thrilling book, and has many things teens can relate to."
